Date,äîâø,èoóàçÇ,îÑè„çÇâcã∆óòâvó¶,âcã∆óòâvê¨í∑ó¶,îÑè„çÇê¨í∑ó¶,òJì≠ê∂éYê´ê¨í∑ó¶,ìäâ∫éëñ{óòâvó¶,å§ãÜäJî≠î‰ó¶,à◊ë÷ÉåÅ[Ég
2022/6/15,2977,1439700,12.22,4.6,14.76,3.93,7.39,20.21,134.13
2022/6/16,2990,1613500,12.26,4.56,14.91,3.95,7.39,20.21,135.03
2022/6/17,2928,3007200,12.29,4.51,15.06,3.98,7.4,20.2,134.31
2022/6/20,2924,1130800,12.32,4.47,15.21,4.01,7.4,20.2,133.27
2022/6/21,2928,1197600,12.36,4.42,15.36,4.03,7.41,20.19,135.28
2022/6/22,2964,1119300,12.39,4.38,15.5,4.06,7.41,20.19,135.22
2022/6/23,3006,1336100,12.43,4.33,15.65,4.09,7.42,20.18,136.5
2022/6/24,3201,3891900,12.46,4.28,15.8,4.11,7.43,20.17,136.2
2022/6/27,3198,2244400,12.5,4.24,15.95,4.14,7.43,20.17,135.23
2022/6/28,3242,2153200,12.53,4.19,16.1,4.17,7.44,20.16,134.67
2022/6/29,3254,2189000,12.57,4.15,16.25,4.19,7.44,20.16,135.42
2022/6/30,3227,2390400,12.6,4.1,16.4,4.22,7.45,20.15,136.09
2022/7/1,3246,1786000,12.58,4.15,16.46,4.24,7.45,20.15,136.69
2022/7/4,3264,1299800,12.55,4.2,16.51,4.27,7.46,20.14,136.01
2022/7/5,3239,1567900,12.53,4.25,16.57,4.3,7.47,20.13,134.93
2022/7/6,3328,2152500,12.51,4.3,16.63,4.32,7.47,20.13,136.15
2022/7/7,3429,2857400,12.49,4.35,16.68,4.35,7.48,20.12,135.71
2022/7/8,3355,2368500,12.46,4.4,16.74,4.38,7.48,20.12,135.89
2022/7/11,3413,1434700,12.44,4.45,16.8,4.4,7.49,20.11,136.07
2022/7/12,3374,1458500,12.42,4.5,16.85,4.43,7.49,20.11,136.48
2022/7/13,3353,1093600,12.4,4.55,16.91,4.46,7.5,20.1,137.25
2022/7/14,3342,1299700,12.37,4.6,16.96,4.48,7.51,20.09,137.02
2022/7/15,3347,1654400,12.35,4.65,17.02,4.51,7.51,20.09,138.01
2022/7/19,3332,1108200,12.33,4.7,17.08,4.54,7.52,20.08,138.99
2022/7/20,3379,1297500,12.31,4.75,17.13,4.56,7.52,20.08,138.24
2022/7/21,3421,1460600,12.28,4.8,17.19,4.59,7.53,20.07,138.18
2022/7/22,3411,1405900,12.26,4.85,17.25,4.62,7.53,20.07,138.48
2022/7/25,3415,1188100,12.24,4.9,17.3,4.64,7.54,20.06,137.36
2022/7/26,3416,886900,12.22,4.95,17.36,4.67,7.55,20.05,136.64
2022/7/27,3446,1570800,12.19,5,17.42,4.7,7.55,20.05,136.46
2022/7/28,3442,1764700,12.17,5.05,17.47,4.72,7.56,20.04,137.01
2022/7/29,3421,1631700,12.15,5.1,17.53,4.75,7.56,20.04,136.24
2022/8/1,3641,3228800,12.13,5.15,17.59,4.78,7.57,20.03,134.63
2022/8/2,3663,2956400,12.1,5.2,17.64,4.8,7.57,20.03,132.91
2022/8/3,3606,1988200,12.08,5.25,17.7,4.83,7.58,20.02,130.9
2022/8/4,3578,1840800,12.06,5.3,17.75,4.86,7.59,20.01,133.77
2022/8/5,3632,1418900,12.04,5.35,17.81,4.88,7.59,20.01,133.67
2022/8/8,3620,856100,12.01,5.4,17.87,4.91,7.6,20,133.03
2022/8/9,3613,1122000,11.99,5.45,17.92,4.93,7.6,20,135.43
2022/8/10,3615,1020800,11.97,5.5,17.98,4.96,7.61,19.99,134.92
2022/8/12,3632,2047900,11.95,5.55,18.04,4.99,7.61,19.99,135.28
2022/8/15,3667,838800,11.92,5.6,18.09,5.01,7.62,19.98,133.34
2022/8/16,3691,1498600,11.9,5.65,18.15,5.04,7.63,19.97,133.07
2022/8/17,3733,1283300,11.88,5.7,18.21,5.07,7.63,19.97,133.2
2022/8/18,3754,1095800,11.85,5.75,18.26,5.09,7.64,19.96,134.34
2022/8/19,3751,1235800,11.83,5.8,18.32,5.12,7.64,19.96,134.97
2022/8/22,3690,1771900,11.81,5.85,18.38,5.15,7.65,19.95,136.33
2022/8/23,3663,1117300,11.79,5.9,18.43,5.17,7.65,19.95,137.23
2022/8/24,3639,994300,11.76,5.95,18.49,5.2,7.66,19.94,137.3
2022/8/25,3658,570200,11.74,6,18.55,5.23,7.67,19.93,136.92
2022/8/26,3707,1590100,11.72,6.05,18.6,5.25,7.67,19.93,136.99
2022/8/29,3679,1251900,11.7,6.1,18.66,5.28,7.68,19.92,136.76
2022/8/30,3781,1325000,11.67,6.15,18.71,5.31,7.68,19.92,138.29
2022/8/31,3776,2186200,11.65,6.2,18.77,5.33,7.69,19.91,138.48
2022/9/1,3766,1474500,11.63,6.25,18.83,5.36,7.69,19.91,138.66
2022/9/2,3736,1115500,11.61,6.3,18.88,5.39,7.7,19.9,139.55
2022/9/5,3728,839400,11.58,6.35,18.94,5.41,7.71,19.89,140.11
2022/9/6,3715,871300,11.56,6.4,19,5.44,7.71,19.89,140.32
2022/9/7,3716,1539500,11.54,6.45,19.05,5.47,7.72,19.88,140.34
2022/9/8,3822,1913200,11.52,6.5,19.11,5.49,7.72,19.88,143.03
2022/9/9,3889,3496800,11.49,6.55,19.17,5.52,7.73,19.87,144.43
2022/9/12,3898,1240400,11.47,6.6,19.22,5.54,7.73,19.87,143.82
2022/9/13,3929,1469200,11.45,6.65,19.28,5.57,7.74,19.86,142.84
2022/9/14,3893,2214900,11.43,6.7,19.34,5.6,7.75,19.85,142.61
2022/9/15,3916,1816900,11.4,6.75,19.39,5.62,7.75,19.85,144.53
2022/9/16,3890,1938200,11.38,6.8,19.45,5.65,7.76,19.84,143.33
2022/9/20,3889,1371400,11.36,6.85,19.5,5.68,7.76,19.84,143.1
2022/9/21,3848,1388800,11.34,6.9,19.56,5.7,7.77,19.83,143.28
2022/9/22,3845,1277800,11.31,6.95,19.62,5.73,7.77,19.83,143.77
2022/9/26,3803,1700300,11.29,7,19.67,5.76,7.78,19.82,144.52
2022/9/27,3856,1268400,11.27,7.05,19.73,5.78,7.79,19.81,144.03
2022/9/28,3828,2143000,11.25,7.1,19.79,5.81,7.79,19.81,144.46
2022/9/29,3907,1717300,11.22,7.15,19.84,5.84,7.8,19.8,144.76
2022/9/30,3905,2050500,11.2,7.2,19.9,5.86,7.8,19.8,144.36
2022/10/3,3870,1776500,11.21,7.25,19.9,5.89,7.81,19.79,144.81
2022/10/4,3964,1812000,11.21,7.29,19.91,5.92,7.81,19.79,144.9
2022/10/5,3971,1552600,11.22,7.34,19.91,5.94,7.82,19.78,144.78
2022/10/6,3982,1513500,11.23,7.38,19.92,5.97,7.83,19.77,143.96
2022/10/7,3967,1357000,11.23,7.43,19.92,6,7.83,19.77,144.67
2022/10/11,3938,1657700,11.24,7.47,19.93,6.02,7.84,19.76,145.02
2022/10/12,3950,1256800,11.25,7.52,19.93,6.05,7.84,19.76,145.77
2022/10/13,3906,1270700,11.25,7.56,19.94,6.08,7.85,19.75,146.21
2022/10/14,3992,2028400,11.26,7.61,19.94,6.1,7.85,19.75,146.85
2022/10/17,3960,1541900,11.26,7.65,19.95,6.13,7.86,19.74,147.43
2022/10/18,4035,1681400,11.27,7.7,19.95,6.16,7.87,19.73,148.58
2022/10/19,4042,1130600,11.28,7.74,19.96,6.18,7.87,19.73,148.91
2022/10/20,4032,1377800,11.28,7.79,19.96,6.21,7.88,19.72,149.23
2022/10/21,3976,1254500,11.29,7.83,19.97,6.23,7.88,19.72,149.99
2022/10/24,3969,956300,11.3,7.88,19.97,6.26,7.89,19.71,150.26
2022/10/25,3975,1485500,11.3,7.92,19.98,6.29,7.89,19.71,148.9
2022/10/26,4011,1085300,11.31,7.97,19.98,6.31,7.9,19.7,149.07
2022/10/27,4009,1452800,11.32,8.01,19.99,6.34,7.91,19.69,148.19
2022/10/28,3976,5930200,11.32,8.06,19.99,6.37,7.91,19.69,146.15
2022/10/31,4037,2046900,11.33,8.1,20,6.39,7.92,19.68,146.7
2022/11/1,4058,1286200,11.34,8.15,20,6.42,7.92,19.68,148.28
2022/11/2,4113,2055400,11.34,8.19,20.01,6.45,7.93,19.67,148.78
2022/11/4,4067,2447400,11.35,8.24,20.01,6.47,7.93,19.67,147.63
2022/11/7,4061,1973100,11.35,8.28,20.02,6.5,7.94,19.66,148.34
2022/11/8,4079,3731200,11.36,8.33,20.02,6.53,7.95,19.65,147.07
2022/11/9,4063,2320700,11.37,8.37,20.03,6.55,7.95,19.65,146.57
2022/11/10,4041,2358500,11.37,8.42,20.03,6.58,7.96,19.64,145.81
2022/11/11,4075,2274500,11.38,8.46,20.04,6.61,7.96,19.64,146.42
2022/11/14,4072,1765100,11.39,8.51,20.04,6.63,7.97,19.63,141.95
2022/11/15,3992,1652300,11.39,8.55,20.05,6.66,7.97,19.63,139.67
2022/11/16,4019,1330800,11.4,8.6,20.05,6.69,7.98,19.62,140.44
2022/11/17,4052,1365500,11.41,8.65,20.05,6.71,7.99,19.61,139.58
2022/11/18,4137,1616400,11.41,8.69,20.06,6.74,7.99,19.61,139.5
2022/11/21,4161,1501600,11.42,8.74,20.06,6.77,8,19.6,140.31
2022/11/22,4204,1719400,11.43,8.78,20.07,6.79,8,19.6,140.38
2022/11/24,4203,1636500,11.43,8.83,20.07,6.82,8.01,19.59,142.12
2022/11/25,4248,1499400,11.44,8.87,20.08,6.84,8.01,19.59,139.28
2022/11/28,4255,1467400,11.45,8.92,20.08,6.87,8.02,19.58,139.11
2022/11/29,4261,1626400,11.45,8.96,20.09,6.9,8.03,19.57,139.11
2022/11/30,4273,3584100,11.46,9.01,20.09,6.92,8.03,19.57,138.89
2022/12/1,4437,2584100,11.46,9.05,20.1,6.95,8.04,19.56,138.79
2022/12/2,4448,2494600,11.47,9.1,20.1,6.98,8.04,19.56,137.13
2022/12/5,4471,2449000,11.48,9.14,20.11,7,8.05,19.55,135.55
2022/12/6,4455,2842000,11.48,9.19,20.11,7.03,8.05,19.55,134.73
2022/12/7,4353,2902400,11.49,9.23,20.12,7.06,8.06,19.54,136.46
2022/12/8,4334,1965700,11.5,9.28,20.12,7.08,8.07,19.53,137.31
2022/12/9,4403,1970000,11.5,9.32,20.13,7.11,8.07,19.53,136.63
2022/12/12,4422,1464200,11.51,9.37,20.13,7.14,8.08,19.52,136.9
2022/12/13,4436,1441900,11.52,9.41,20.14,7.16,8.08,19.52,136.85
2022/12/14,4497,1365800,11.52,9.46,20.14,7.19,8.09,19.51,137.87
2022/12/15,4430,1164200,11.53,9.5,20.15,7.22,8.09,19.51,135.59
2022/12/16,4426,2263500,11.54,9.55,20.15,7.24,8.1,19.5,135.5
2022/12/19,4381,1176800,11.54,9.59,20.16,7.27,8.11,19.49,137.7
2022/12/20,4304,1617800,11.55,9.64,20.16,7.3,8.11,19.49,136.27
2022/12/21,4198,2231500,11.55,9.68,20.17,7.32,8.12,19.48,137.39
2022/12/22,4187,1933200,11.56,9.73,20.17,7.35,8.12,19.48,131.79
2022/12/23,4142,1347000,11.57,9.77,20.18,7.38,8.13,19.47,132.24
2022/12/26,4095,934000,11.57,9.82,20.18,7.4,8.13,19.47,132.82
2022/12/27,4089,989500,11.58,9.86,20.19,7.43,8.14,19.46,132.31
2022/12/28,4121,1192900,11.59,9.91,20.19,7.46,8.15,19.45,133.24
2022/12/29,4044,1513000,11.59,9.95,20.2,7.48,8.15,19.45,133.95
2022/12/30,3973,1739600,11.6,10,20.2,7.51,8.16,19.44,134.18
2023/1/4,3891,2668700,11.57,10.03,20.17,7.53,8.16,19.44,132.7
2023/1/5,3864,1795100,11.55,10.06,20.13,7.56,8.17,19.43,131.01
2023/1/6,3830,2173700,11.52,10.1,20.1,7.59,8.17,19.43,132.16
2023/1/10,3811,2754600,11.49,10.13,20.07,7.61,8.18,19.42,133.74
2023/1/11,3861,2246700,11.47,10.16,20.03,7.64,8.19,19.41,131.87
2023/1/12,3887,2224600,11.44,10.19,20,7.67,8.19,19.41,132.4
2023/1/13,3942,3362600,11.41,10.22,19.97,7.69,8.2,19.4,132
2023/1/16,4024,2416700,11.39,10.25,19.93,7.72,8.2,19.4,129.3
2023/1/17,4086,3000800,11.36,10.29,19.9,7.75,8.21,19.39,127.97
2023/1/18,4149,3698000,11.33,10.32,19.87,7.77,8.21,19.39,128.39
2023/1/19,4041,2325000,11.31,10.35,19.83,7.8,8.22,19.38,128.89
2023/1/20,4035,1624800,11.28,10.38,19.8,7.83,8.23,19.37,128.49
2023/1/23,4086,1436300,11.25,10.41,19.77,7.85,8.23,19.37,128.72
2023/1/24,4206,1809100,11.23,10.44,19.73,7.88,8.24,19.36,129.3
2023/1/25,4201,1227800,11.2,10.48,19.7,7.91,8.24,19.36,130.42
2023/1/26,4213,1322800,11.17,10.51,19.67,7.93,8.25,19.35,130.4
2023/1/27,4191,1465000,11.15,10.54,19.63,7.96,8.25,19.35,129.27
2023/1/30,4163,2097800,11.12,10.57,19.6,7.99,8.26,19.34,129.64
2023/1/31,4212,1836300,11.09,10.6,19.57,8.01,8.27,19.33,130.11
2023/2/1,4058,2880000,11.07,10.63,19.53,8.04,8.27,19.33,130.47
2023/2/2,3877,3688700,11.04,10.67,19.5,8.07,8.28,19.32,129.94
2023/2/3,3940,2394400,11.01,10.7,19.47,8.09,8.28,19.32,128.5
2023/2/6,3962,1425900,10.99,10.73,19.43,8.12,8.29,19.31,128.75
2023/2/7,4042,2514200,10.96,10.76,19.4,8.14,8.29,19.31,132.44
2023/2/8,4041,1372700,10.93,10.79,19.37,8.17,8.3,19.3,132.58
2023/2/9,4016,1092400,10.91,10.82,19.33,8.2,8.31,19.29,130.93
2023/2/10,4005,1941000,10.88,10.86,19.3,8.22,8.31,19.29,131.63
2023/2/13,3981,1286500,10.85,10.89,19.27,8.25,8.32,19.28,131.7
2023/2/14,4015,722200,10.83,10.92,19.23,8.28,8.32,19.28,131.79
2023/2/15,3949,1128300,10.8,10.95,19.2,8.3,8.33,19.27,132.33
2023/2/16,3953,1262900,10.77,10.98,19.17,8.33,8.33,19.27,132.77
2023/2/17,3980,1226700,10.75,11.01,19.13,8.36,8.34,19.26,134.15
2023/2/20,4064,1196900,10.72,11.05,19.1,8.38,8.35,19.25,134.4
2023/2/21,4056,1313300,10.69,11.08,19.07,8.41,8.35,19.25,134.47
2023/2/22,4016,1304100,10.67,11.11,19.03,8.44,8.36,19.24,134.32
2023/2/24,4077,1541300,10.64,11.14,19,8.46,8.36,19.24,134.9
2023/2/27,3962,2588000,10.61,11.17,18.97,8.49,8.37,19.23,134.31
2023/2/28,3960,2438100,10.59,11.2,18.93,8.52,8.37,19.23,136.24
2023/3/1,4329,7527300,10.56,11.24,18.9,8.54,8.38,19.22,136.34
2023/3/2,4298,2172700,10.53,11.27,18.87,8.57,8.39,19.21,136.4
2023/3/3,4390,2150000,10.51,11.3,18.83,8.6,8.39,19.21,136.2
2023/3/6,4386,1672500,10.48,11.33,18.8,8.62,8.4,19.2,136.71
2023/3/7,4338,1579400,10.45,11.36,18.77,8.65,8.4,19.2,135.92
2023/3/8,4286,1818700,10.43,11.39,18.73,8.68,8.41,19.19,136.13
2023/3/9,4436,2074700,10.4,11.43,18.7,8.7,8.41,19.19,137.4
2023/3/10,4456,2603600,10.37,11.46,18.67,8.73,8.42,19.18,137.11
2023/3/13,4409,1355600,10.35,11.49,18.63,8.76,8.43,19.17,136.06
2023/3/14,4438,1935500,10.32,11.52,18.6,8.78,8.43,19.17,134.37
2023/3/15,4440,1272800,10.29,11.55,18.57,8.81,8.44,19.16,133.22
2023/3/16,4369,1603800,10.27,11.58,18.53,8.83,8.44,19.16,134.64
2023/3/17,4426,1891900,10.24,11.62,18.5,8.86,8.45,19.15,133.3
2023/3/20,4386,1259800,10.21,11.65,18.47,8.89,8.45,19.15,133.61
2023/3/22,4373,1627000,10.19,11.68,18.43,8.91,8.46,19.14,132.69
2023/3/23,4388,1137100,10.16,11.71,18.4,8.94,8.47,19.13,132.57
2023/3/24,4437,1208400,10.13,11.74,18.37,8.97,8.47,19.13,130.97
2023/3/27,4381,1434900,10.11,11.77,18.33,8.99,8.48,19.12,130.69
2023/3/28,4496,1419900,10.08,11.81,18.3,9.02,8.48,19.12,130.69
2023/3/29,4538,1646700,10.05,11.84,18.27,9.05,8.49,19.11,130.65
2023/3/30,4579,1544700,10.03,11.87,18.23,9.07,8.49,19.11,131.31
2023/3/31,4577,1533500,10,11.9,18.2,9.1,8.5,19.1,132.64
2023/4/3,4652,1478600,10.04,11.8,18,9.09,8.5,19.1,133.54
2023/4/4,4657,1218900,10.08,11.7,17.79,9.09,8.5,19.11,133.12
2023/4/5,4559,1347500,10.13,11.6,17.59,9.08,8.5,19.11,132.62
2023/4/6,4632,1852100,10.17,11.5,17.39,9.07,8.5,19.11,131.58
2023/4/7,4615,886200,10.21,11.4,17.18,9.07,8.5,19.12,131.2
2023/4/10,4691,1053100,10.25,11.3,16.98,9.06,8.5,19.12,131.83
2023/4/11,4699,1258200,10.29,11.2,16.78,9.05,8.49,19.13,132.67
2023/4/12,4709,1258000,10.34,11.1,16.57,9.05,8.49,19.13,133.48
2023/4/13,4689,1124400,10.38,11,16.37,9.04,8.49,19.13,133.74
2023/4/14,4790,1589000,10.42,10.9,16.17,9.03,8.49,19.14,133.34
2023/4/17,4774,857100,10.46,10.8,15.96,9.03,8.49,19.14,132.53
2023/4/18,4836,928300,10.5,10.7,15.76,9.02,8.49,19.14,133.86
2023/4/19,4855,975100,10.55,10.6,15.56,9.01,8.49,19.15,134.42
2023/4/20,4828,869700,10.59,10.5,15.35,9.01,8.49,19.15,134.14
2023/4/21,4848,859300,10.63,10.4,15.15,9,8.49,19.16,134.92
2023/4/24,4857,667300,10.67,10.3,14.95,9,8.49,19.16,134.32
2023/4/25,4812,1067000,10.71,10.2,14.75,8.99,8.49,19.16,134.14
2023/4/26,4791,1336600,10.75,10.1,14.54,8.98,8.49,19.17,134.35
2023/4/27,4794,1402400,10.8,10,14.34,8.98,8.48,19.17,133.75
2023/4/28,4854,1588800,10.84,9.9,14.14,8.97,8.48,19.17,133.75
2023/5/1,4920,1191400,10.88,9.8,13.93,8.96,8.48,19.18,134.14
2023/5/2,4877,1921400,10.92,9.7,13.73,8.96,8.48,19.18,136.85
2023/5/8,4830,1719300,10.96,9.6,13.53,8.95,8.48,19.18,137.67
2023/5/9,4886,1283400,11.01,9.5,13.32,8.94,8.48,19.19,135.12
2023/5/10,4783,1779400,11.05,9.4,13.12,8.94,8.48,19.19,135.3
2023/5/11,4801,1441400,11.09,9.3,12.92,8.93,8.48,19.2,135.2
2023/5/12,4820,3520200,11.13,9.2,12.71,8.92,8.48,19.2,134.18
2023/5/15,5062,2492700,11.17,9.1,12.51,8.92,8.48,19.2,134.64
2023/5/16,5040,2362700,11.22,9,12.31,8.91,8.48,19.21,136.03
2023/5/17,5057,1242900,11.26,8.9,12.1,8.9,8.48,19.21,136.05
2023/5/18,5127,2120700,11.3,8.8,11.9,8.9,8.47,19.21,136.49
2023/5/19,5118,1939000,11.34,8.7,11.7,8.89,8.47,19.22,137.62
2023/5/22,5253,2237800,11.38,8.6,11.49,8.88,8.47,19.22,138.47
2023/5/23,5281,2365400,11.43,8.5,11.29,8.88,8.47,19.23,137.75
2023/5/24,5235,1527800,11.47,8.4,11.09,8.87,8.47,19.23,138.45
2023/5/25,5344,2325000,11.51,8.3,10.88,8.86,8.47,19.23,138.61
2023/5/26,5417,2059200,11.55,8.2,10.68,8.86,8.47,19.24,139.55
2023/5/29,5409,1595800,11.59,8.1,10.48,8.85,8.47,19.24,139.87
2023/5/30,5388,1082600,11.64,8,10.27,8.84,8.47,19.24,140.76
2023/5/31,5387,3184300,11.68,7.9,10.07,8.84,8.47,19.25,140.25
2023/6/1,5441,1255900,11.72,7.8,9.87,8.83,8.47,19.25,139.75
2023/6/2,5507,1876600,11.76,7.7,9.66,8.82,8.47,19.25,139.24
2023/6/5,5627,2594100,11.8,7.6,9.46,8.82,8.46,19.26,138.99
2023/6/6,5841,2675000,11.85,7.5,9.26,8.81,8.46,19.26,140.17
2023/6/7,5683,3801800,11.89,7.4,9.05,8.8,8.46,19.27,139.62
2023/6/8,5595,2205000,11.93,7.3,8.85,8.8,8.46,19.27,139.52
2023/6/9,5611,3370800,11.97,7.2,8.65,8.79,8.46,19.27,140.03
2023/6/12,5575,1950100,12.01,7.1,8.45,8.79,8.46,19.28,139.15
2023/6/13,5644,2003300,12.05,7,8.24,8.78,8.46,19.28,139.43
2023/6/14,5696,2060500,12.1,6.9,8.04,8.77,8.46,19.28,139.7
2023/6/15,5698,1534600,12.14,6.8,7.84,8.77,8.46,19.29,140.09
2023/6/16,5752,3698400,12.18,6.7,7.63,8.76,8.46,19.29,140.4
2023/6/19,5649,1351700,12.22,6.6,7.43,8.75,8.46,19.3,140.32
2023/6/20,5626,1326200,12.26,6.5,7.23,8.75,8.46,19.3,142
2023/6/21,5643,1182700,12.31,6.4,7.02,8.74,8.45,19.3,142.21
2023/6/22,5618,987500,12.35,6.3,6.82,8.73,8.45,19.31,141.66
2023/6/23,5625,1229900,12.39,6.2,6.62,8.73,8.45,19.31,141.96
2023/6/26,5737,1900900,12.43,6.1,6.41,8.72,8.45,19.31,143.18
2023/6/27,5644,2054500,12.47,6,6.21,8.71,8.45,19.32,143.5
2023/6/28,5711,1190300,12.52,5.9,6.01,8.71,8.45,19.32,143.61
2023/6/29,5710,1218700,12.56,5.8,5.8,8.7,8.45,19.33,143.85
2023/6/30,5688,1982900,12.6,5.7,5.6,8.69,8.45,19.33,144.33
2023/7/3,5732,1129800,12.58,5.66,5.58,8.69,8.45,19.33,144.99
2023/7/4,5596,1538000,12.55,5.61,5.56,8.68,8.45,19.34,144.52
2023/7/5,5591,1429500,12.53,5.57,5.54,8.67,8.45,19.34,144.51
2023/7/6,5658,2073500,12.5,5.53,5.52,8.67,8.45,19.34,144.56
2023/7/7,5580,1724600,12.48,5.48,5.5,8.66,8.45,19.35,144.41
2023/7/10,5579,1449000,12.45,5.44,5.47,8.65,8.44,19.35,144.19
2023/7/11,5425,1890100,12.43,5.4,5.45,8.65,8.44,19.35,142.56
2023/7/12,5349,1370200,12.41,5.35,5.43,8.64,8.44,19.36,141.48
2023/7/13,5412,1182000,12.38,5.31,5.41,8.63,8.44,19.36,139.9
2023/7/14,5427,1286400,12.36,5.26,5.39,8.63,8.44,19.37,138.68
2023/7/18,5519,1542600,12.33,5.22,5.37,8.62,8.44,19.37,138.07
2023/7/19,5573,1269000,12.31,5.18,5.35,8.61,8.44,19.37,138.88
2023/7/20,5511,955900,12.29,5.13,5.33,8.61,8.44,19.38,139.04
2023/7/21,5525,877100,12.26,5.09,5.31,8.6,8.44,19.38,139.7
2023/7/24,5548,760300,12.24,5.05,5.29,8.6,8.44,19.38,140.08
2023/7/25,5556,979400,12.21,5,5.26,8.59,8.44,19.39,141.83
2023/7/26,5536,1189300,12.19,4.96,5.24,8.58,8.44,19.39,141.58
2023/7/27,5549,1006100,12.16,4.92,5.22,8.58,8.43,19.4,141.09
2023/7/28,5387,2752400,12.14,4.87,5.2,8.57,8.43,19.4,140.34
2023/7/31,5502,1823100,12.12,4.83,5.18,8.56,8.43,19.4,139.49
2023/8/1,5563,936200,12.09,4.79,5.16,8.56,8.43,19.41,140.97
2023/8/2,5548,1701400,12.07,4.74,5.14,8.55,8.43,19.41,142.44
2023/8/3,5467,1525700,12.04,4.7,5.12,8.54,8.43,19.41,143.2
2023/8/4,5483,2104300,12.02,4.65,5.1,8.54,8.43,19.42,143.47
2023/8/7,5354,2661400,12,4.61,5.08,8.53,8.43,19.42,142.88
2023/8/8,5570,2292000,11.97,4.57,5.05,8.52,8.43,19.42,141.67
2023/8/9,5677,1568400,11.95,4.52,5.03,8.52,8.43,19.43,143.07
2023/8/10,5796,1831500,11.92,4.48,5.01,8.51,8.43,19.43,143.47
2023/8/14,5730,1330900,11.9,4.44,4.99,8.5,8.43,19.44,143.97
2023/8/15,5806,1062700,11.87,4.39,4.97,8.5,8.42,19.44,145.11
2023/8/16,5797,1199400,11.85,4.35,4.95,8.49,8.42,19.44,145.6
2023/8/17,5756,1428500,11.83,4.31,4.93,8.48,8.42,19.45,145.72
2023/8/18,5695,1200600,11.8,4.26,4.91,8.48,8.42,19.45,146.5
2023/8/21,5676,1167600,11.78,4.22,4.89,8.47,8.42,19.45,145.72
2023/8/22,5742,978100,11.75,4.18,4.87,8.46,8.42,19.46,145.31
2023/8/23,5807,1100100,11.73,4.13,4.85,8.46,8.42,19.46,146.3
2023/8/24,5991,1913700,11.7,4.09,4.82,8.45,8.42,19.47,145.76
2023/8/25,5852,1343200,11.68,4.05,4.8,8.44,8.42,19.47,144.89
2023/8/28,6016,1094400,11.66,4,4.78,8.44,8.42,19.47,146.23
2023/8/29,6014,1140700,11.63,3.96,4.76,8.43,8.42,19.48,146.52
2023/8/30,6057,1126100,11.61,3.91,4.74,8.42,8.42,19.48,146.52
2023/8/31,6134,1768100,11.58,3.87,4.72,8.42,8.41,19.48,146.06
2023/9/1,6093,1171400,11.56,3.83,4.7,8.41,8.41,19.49,146.22
2023/9/4,6042,1287100,11.54,3.78,4.68,8.4,8.41,19.49,145.75
2023/9/5,6075,1024200,11.51,3.74,4.66,8.4,8.41,19.49,146.25
2023/9/6,6061,864200,11.49,3.7,4.64,8.39,8.41,19.5,146.59
2023/9/7,6071,950500,11.46,3.65,4.61,8.39,8.41,19.5,147.85
2023/9/8,6029,1729900,11.44,3.61,4.59,8.38,8.41,19.51,147.94
2023/9/11,6058,912900,11.41,3.57,4.57,8.37,8.41,19.51,147.02
2023/9/12,6093,1443400,11.39,3.52,4.55,8.37,8.41,19.51,147
2023/9/13,5967,1290500,11.37,3.48,4.53,8.36,8.41,19.52,146.72
2023/9/14,6027,1064700,11.34,3.44,4.51,8.35,8.41,19.52,147.33
2023/9/15,6018,2474700,11.32,3.39,4.49,8.35,8.41,19.52,147.21
2023/9/19,5813,2337200,11.29,3.35,4.47,8.34,8.4,19.53,147.64
2023/9/20,5645,2911300,11.27,3.3,4.45,8.33,8.4,19.53,147.73
2023/9/21,5697,1394500,11.25,3.26,4.43,8.33,8.4,19.54,147.86
2023/9/22,5782,2144700,11.22,3.22,4.4,8.32,8.4,19.54,148.46
2023/9/25,5859,1344700,11.2,3.17,4.38,8.31,8.4,19.54,147.66
2023/9/26,5786,1375700,11.17,3.13,4.36,8.31,8.4,19.55,148.5
2023/9/27,5796,1405300,11.15,3.09,4.34,8.3,8.4,19.55,148.93
2023/9/28,5768,1715900,11.12,3.04,4.32,8.29,8.4,19.55,149.13
2023/9/29,5764,1764600,11.1,3,4.3,8.29,8.4,19.56,149.6
2023/10/2,5719,1158000,11.12,3.07,4.33,8.28,8.4,19.56,149.58
2023/10/3,5678,1144600,11.13,3.14,4.36,8.27,8.4,19.56,149.75
2023/10/4,5562,1550300,11.14,3.2,4.39,8.27,8.4,19.57,149.93
2023/10/5,5745,1505700,11.15,3.27,4.42,8.26,8.4,19.57,149.3
2023/10/6,5900,1929400,11.15,3.34,4.45,8.25,8.39,19.58,148.93
2023/10/10,5927,1481000,11.16,3.41,4.48,8.25,8.39,19.58,148.75
2023/10/11,5868,1450600,11.17,3.47,4.5,8.24,8.39,19.58,148.6
2023/10/12,5922,1526400,11.18,3.54,4.53,8.23,8.39,19.59,148.65
2023/10/13,5862,2160700,11.19,3.61,4.56,8.23,8.39,19.59,149.26
2023/10/16,5711,1219300,11.2,3.68,4.59,8.22,8.39,19.59,149.94
2023/10/17,5728,1043600,11.21,3.74,4.62,8.21,8.39,19.6,149.58
